asset_id,timestamp,operating_mode,vibration_mm,temperature_f,pressure_psi,flow_rate,rpm,motor_current,oil_quality_index,ambient_temp,ambient_humidity
COMP-001,2024-01-02 19:00:00,normal,2.12,171.4,150.8,499.14,1812.97,45.57,95.69,101.71,43.7
COMP-001,2024-01-02 20:00:00,normal,1.83,175.03,145.7,503.02,1797.58,43.78,98.04,72.31,50.5
COMP-001,2024-01-02 21:00:00,normal,2.02,175.28,148.49,515.76,1808.39,45.72,92.96,69.96,67.57
COMP-001,2024-01-02 22:00:00,normal,2.08,172.3,158.24,516.58,1782.25,42.71,95.28,99.97,49.65
COMP-001,2024-01-02 23:00:00,normal,2.46,178.74,147.62,517.81,1791.25,45.22,94.01,88.12,58.58
COMP-001,2024-01-03 00:00:00,normal,2.29,168.59,152.6,509.58,1814.45,44.93,95.64,78.05,47.69
COMP-001,2024-01-03 01:00:00,normal,1.76,174.15,145.19,482.85,1792.54,44.58,95.03,89.28,62.58
COMP-001,2024-01-03 02:00:00,normal,2.28,175.72,147.86,524.5,1834.54,44.74,94.04,63.91,61.86
COMP-001,2024-01-03 03:00:00,normal,2.1,178.09,155.08,482.8,1792.01,41.24,95.73,85.03,73.49
COMP-001,2024-01-03 04:00:00,normal,2.03,179.27,145.49,504.54,1804.49,43.9,97.71,87.62,53.24
COMP-001,2024-01-03 05:00:00,normal,2.35,168.25,155.25,488.69,1818.65,45.19,94.71,92.39,61.69
COMP-001,2024-01-03 06:00:00,normal,2.46,165.8,150.83,499.04,1771.63,45.32,96.08,76.89,55.98
COMP-001,2024-01-03 07:00:00,normal,2.43,182.67,145.75,504.93,1764.78,42.94,93.06,85.69,67.96
COMP-001,2024-01-03 08:00:00,normal,1.99,176.99,150.53,504.82,1769.49,47.53,93.57,77.6,47.81
COMP-001,2024-01-03 09:00:00,normal,2.12,170.51,151.89,506.33,1825.25,43.27,95.71,87.04,62.45
COMP-001,2024-01-03 10:00:00,normal,2.28,184.31,150.49,524.21,1788.96,46.94,97.23,77.84,53.05
COMP-001,2024-01-03 11:00:00,normal,2.44,175.69,141.72,506.8,1851.16,45.85,95.53,81.74,54.36
COMP-001,2024-01-03 12:00:00,normal,2.08,182.08,145.09,496.34,1788.72,43.71,94.53,77.03,55.92
COMP-001,2024-01-03 13:00:00,normal,2.15,175.41,147.01,514.46,1803.69,48.55,95.0,90.21,57.52
COMP-001,2024-01-03 14:00:00,normal,1.92,187.36,147.7,517.84,1830.84,42.61,93.12,91.87,53.84
COMP-001,2024-01-03 15:00:00,normal,1.9,185.53,150.48,481.59,1840.12,46.84,95.91,83.12,57.15
COMP-001,2024-01-03 16:00:00,normal,2.4,173.51,148.71,508.96,1841.23,47.0,96.32,85.31,70.78
COMP-001,2024-01-03 17:00:00,normal,2.54,180.83,142.66,510.52,1824.17,43.66,94.32,73.41,64.85
COMP-001,2024-01-03 18:00:00,normal,2.18,178.87,149.52,495.54,1820.48,47.78,94.29,82.6,63.69
COMP-001,2024-01-03 19:00:00,normal,2.45,183.21,150.44,520.64,1811.85,44.5,95.4,84.6,50.44
COMP-001,2024-01-03 20:00:00,normal,2.29,169.21,150.24,497.75,1815.57,45.58,94.34,105.97,46.11
COMP-001,2024-01-03 21:00:00,normal,2.04,179.12,152.32,501.88,1788.98,45.52,94.9,76.1,64.55
COMP-001,2024-01-03 22:00:00,normal,2.29,181.35,151.34,497.4,1783.64,44.73,98.15,96.71,63.76
COMP-001,2024-01-03 23:00:00,normal,2.58,164.45,149.84,500.23,1799.93,46.62,94.63,92.97,69.73
COMP-001,2024-01-04 00:00:00,normal,2.19,167.9,147.72,483.56,1796.6,46.59,94.46,87.25,48.96
COMP-001,2024-01-04 01:00:00,normal,2.59,162.76,141.36,478.4,1790.94,41.5,94.03,99.07,52.7
COMP-001,2024-01-04 02:00:00,normal,1.55,173.38,149.72,523.92,1813.93,47.61,96.12,87.98,38.61
COMP-001,2024-01-04 03:00:00,normal,2.41,179.31,148.83,487.3,1819.11,41.68,94.73,88.11,51.08
COMP-001,2024-01-04 04:00:00,normal,2.22,184.01,149.09,485.13,1801.77,47.07,94.03,84.58,64.97
COMP-001,2024-01-04 05:00:00,normal,2.13,175.44,142.89,467.7,1829.55,47.25,96.98,94.79,50.34
COMP-001,2024-01-04 06:00:00,normal,2.22,184.77,143.68,490.42,1777.17,42.82,97.13,93.77,61.4
COMP-001,2024-01-04 07:00:00,normal,1.7,166.72,152.21,480.15,1796.13,44.18,94.1,79.99,53.09
COMP-001,2024-01-04 08:00:00,normal,2.15,164.78,147.84,524.63,1785.66,42.79,92.2,74.45,58.24
COMP-001,2024-01-04 09:00:00,normal,2.29,174.67,150.73,515.15,1762.67,44.57,96.51,83.38,43.52
COMP-001,2024-01-04 10:00:00,normal,2.57,177.3,148.11,489.68,1798.35,44.38,93.97,78.6,55.85
COMP-001,2024-01-04 11:00:00,normal,2.07,174.8,148.12,533.79,1797.57,46.56,96.19,84.49,25.09
COMP-001,2024-01-04 12:00:00,normal,2.0,162.6,151.75,514.73,1830.27,47.62,92.04,94.9,53.13
COMP-001,2024-01-04 13:00:00,normal,2.07,174.47,145.94,495.13,1812.62,47.79,96.34,81.34,38.7
COMP-001,2024-01-04 14:00:00,normal,2.43,167.17,148.38,462.51,1779.52,43.88,93.18,84.66,67.06
COMP-001,2024-01-04 15:00:00,normal,2.28,179.02,146.15,534.36,1837.08,44.58,96.1,85.46,62.77
COMP-001,2024-01-04 16:00:00,normal,2.07,177.2,146.26,479.16,1824.42,41.63,95.02,91.79,59.67
COMP-001,2024-01-04 17:00:00,normal,2.33,169.36,146.76,475.32,1811.64,43.39,93.57,67.02,70.21
COMP-001,2024-01-04 18:00:00,normal,2.22,171.92,148.89,515.34,1795.47,46.93,94.39,80.15,45.51
COMP-001,2024-01-04 19:00:00,normal,2.44,168.64,146.09,536.6,1780.81,48.23,96.03,86.69,72.47
COMP-001,2024-01-04 20:00:00,normal,2.02,174.62,153.02,520.76,1792.56,42.53,95.16,94.6,64.32
COMP-001,2024-01-04 21:00:00,normal,2.12,180.73,144.42,508.46,1821.77,43.82,95.88,81.06,52.63
COMP-001,2024-01-04 22:00:00,normal,2.1,169.09,147.25,508.92,1837.69,44.95,97.96,69.99,66.36
COMP-001,2024-01-04 23:00:00,normal,1.83,178.02,146.24,512.8,1830.86,45.56,92.65,89.96,43.94
COMP-001,2024-01-05 00:00:00,normal,2.27,171.82,153.79,511.38,1790.22,43.38,97.43,79.92,46.75
COMP-001,2024-01-05 01:00:00,normal,2.27,170.24,148.79,504.22,1777.61,45.85,95.16,75.48,48.91
COMP-001,2024-01-05 02:00:00,normal,2.2,174.36,152.13,501.56,1802.82,44.05,93.65,80.01,49.71
COMP-001,2024-01-05 03:00:00,normal,2.14,168.79,142.06,499.06,1764.63,44.97,93.0,83.52,44.43
COMP-001,2024-01-05 04:00:00,normal,1.85,171.68,149.07,488.69,1806.46,46.09,94.72,80.16,67.23
COMP-001,2024-01-05 05:00:00,normal,2.09,167.81,151.56,495.79,1797.05,45.01,96.38,67.36,52.41
COMP-001,2024-01-05 06:00:00,normal,2.11,186.79,148.33,474.61,1790.68,44.13,94.81,92.18,58.53
COMP-001,2024-01-05 07:00:00,normal,2.0,175.21,152.26,498.52,1768.11,44.78,97.27,95.2,49.3
COMP-001,2024-01-05 08:00:00,normal,2.16,170.8,145.93,485.17,1810.27,44.82,92.82,90.21,36.79
COMP-001,2024-01-05 09:00:00,normal,2.3,176.28,153.64,483.45,1789.35,44.26,94.98,75.9,57.7
COMP-001,2024-01-05 10:00:00,normal,2.67,174.33,157.2,502.7,1776.6,44.48,93.12,83.39,35.88
COMP-001,2024-01-05 11:00:00,normal,2.24,173.67,146.55,520.88,1742.55,48.2,95.55,84.95,54.31
COMP-001,2024-01-05 12:00:00,normal,2.26,178.69,146.22,513.77,1799.45,46.12,96.33,89.79,41.32
COMP-001,2024-01-05 13:00:00,normal,2.18,179.55,153.81,476.44,1835.45,44.41,94.37,90.35,74.87
COMP-001,2024-01-05 14:00:00,normal,1.72,171.82,154.32,485.16,1833.23,46.39,91.09,79.13,64.11
COMP-001,2024-01-05 15:00:00,normal,2.19,171.55,145.91,514.11,1790.86,44.33,95.3,85.66,56.06
COMP-001,2024-01-05 16:00:00,normal,2.22,173.35,146.32,485.26,1787.96,47.35,95.66,88.66,67.64
COMP-001,2024-01-05 17:00:00,normal,2.82,161.19,146.87,496.63,1809.38,45.74,95.61,96.65,46.54
COMP-001,2024-01-05 18:00:00,normal,2.15,165.91,142.62,508.25,1780.03,44.79,96.85,90.64,60.43
COMP-001,2024-01-05 19:00:00,normal,2.28,183.2,144.33,485.47,1806.04,45.9,93.39,91.31,57.0
COMP-001,2024-01-05 20:00:00,normal,2.19,184.87,143.98,501.58,1815.32,41.86,96.02,85.67,57.64
COMP-001,2024-01-05 21:00:00,normal,1.91,173.51,144.93,479.99,1824.54,42.75,96.79,96.28,67.72
COMP-001,2024-01-05 22:00:00,normal,2.49,178.46,147.86,490.98,1798.0,42.61,92.33,88.28,62.32
COMP-001,2024-01-05 23:00:00,normal,2.39,176.87,148.94,504.8,1795.93,45.29,95.48,78.11,57.89
COMP-001,2024-01-06 00:00:00,normal,2.4,193.47,154.2,476.11,1782.44,48.47,94.24,96.23,38.45
COMP-001,2024-01-06 01:00:00,normal,1.97,181.72,144.01,506.61,1783.46,49.46,94.88,90.58,45.4
COMP-001,2024-01-06 02:00:00,normal,2.55,174.23,151.94,499.71,1795.47,46.28,95.52,81.46,53.77
COMP-001,2024-01-06 03:00:00,normal,1.85,169.27,147.14,508.29,1807.35,46.0,94.27,81.16,55.93
COMP-001,2024-01-06 04:00:00,normal,2.35,165.36,147.8,503.36,1818.27,41.4,93.99,87.37,43.7
COMP-001,2024-01-06 05:00:00,normal,2.75,176.22,150.7,520.46,1783.94,43.91,95.05,88.71,79.12
COMP-001,2024-01-06 06:00:00,normal,1.95,170.46,143.51,501.88,1829.85,43.42,93.37,86.58,70.16
COMP-001,2024-01-06 07:00:00,normal,2.06,166.47,149.53,493.56,1794.58,43.76,93.37,87.49,61.02
COMP-001,2024-01-06 08:00:00,normal,2.22,171.12,148.67,501.83,1799.57,44.66,96.02,98.6,55.72
COMP-001,2024-01-06 09:00:00,normal,2.07,168.51,149.97,508.15,1785.06,44.06,93.28,93.57,52.88
COMP-001,2024-01-06 10:00:00,normal,1.81,185.12,149.16,500.73,1751.52,41.04,96.0,86.53,45.48
COMP-001,2024-01-06 11:00:00,normal,2.22,180.29,157.82,500.61,1817.68,46.5,95.69,92.53,55.77
COMP-001,2024-01-06 12:00:00,normal,1.93,174.95,145.45,489.47,1814.74,42.85,92.41,76.74,57.58
COMP-001,2024-01-06 13:00:00,normal,2.32,183.88,145.88,490.06,1794.37,45.48,93.98,88.18,42.58
COMP-001,2024-01-06 14:00:00,normal,1.97,175.46,145.51,478.96,1801.34,49.15,96.79,99.47,58.34
COMP-001,2024-01-06 15:00:00,normal,2.59,169.83,145.78,526.24,1810.32,43.16,93.53,83.26,53.45
COMP-001,2024-01-06 16:00:00,normal,2.0,184.14,145.45,481.34,1768.75,39.94,94.3,78.22,35.92
COMP-001,2024-01-06 17:00:00,normal,2.12,178.23,152.76,489.61,1789.42,44.43,95.69,79.78,46.4
COMP-001,2024-01-06 18:00:00,normal,2.4,168.78,153.68,489.22,1815.89,47.2,96.18,76.28,50.86
COMP-001,2024-01-06 19:00:00,normal,1.89,173.86,145.72,513.42,1774.91,48.92,94.62,78.72,73.88
COMP-001,2024-01-06 20:00:00,normal,2.26,169.75,144.67,495.58,1805.87,42.54,94.1,82.04,60.57
COMP-001,2024-01-06 21:00:00,normal,2.53,166.7,149.89,518.72,1772.87,45.99,97.13,73.76,41.65
COMP-001,2024-01-06 22:00:00,normal,1.8,180.56,145.79,489.9,1809.33,44.07,97.61,85.12,59.86
COMP-001,2024-01-06 23:00:00,normal,2.25,186.46,150.53,504.18,1799.29,44.79,96.47,92.22,39.53
COMP-001,2024-01-07 00:00:00,normal,2.26,166.61,148.81,487.47,1767.7,50.29,95.13,77.74,65.83
COMP-001,2024-01-07 01:00:00,normal,2.4,178.38,141.94,532.18,1823.29,41.99,93.79,97.15,50.29
COMP-001,2024-01-07 02:00:00,normal,1.89,171.1,154.19,482.19,1785.31,45.51,93.75,89.09,54.06
COMP-001,2024-01-07 03:00:00,normal,1.87,172.08,155.18,504.65,1783.79,45.94,95.78,93.24,68.26
COMP-001,2024-01-07 04:00:00,normal,2.33,171.45,145.55,509.51,1804.01,47.17,95.63,79.74,42.13
COMP-001,2024-01-07 05:00:00,normal,2.27,169.82,146.45,506.21,1822.97,45.2,97.1,91.84,41.03
COMP-001,2024-01-07 06:00:00,normal,2.26,175.29,149.14,497.22,1779.68,45.62,95.98,76.26,49.16
COMP-001,2024-01-07 07:00:00,normal,2.29,170.01,149.34,498.05,1801.23,44.22,92.75,92.12,65.38
COMP-001,2024-01-07 08:00:00,normal,2.03,176.62,150.63,500.66,1808.58,45.54,96.58,86.37,39.81
COMP-001,2024-01-07 09:00:00,normal,2.26,174.7,156.04,497.79,1813.86,44.31,93.5,89.43,26.68
COMP-001,2024-01-07 10:00:00,normal,2.27,173.57,147.29,514.46,1803.53,46.24,94.42,75.6,50.49
COMP-001,2024-01-07 11:00:00,normal,2.02,169.55,144.81,533.16,1792.66,44.26,95.38,77.84,60.52
COMP-001,2024-01-07 12:00:00,normal,2.67,171.54,142.48,491.64,1783.45,45.75,97.99,89.78,67.0
COMP-001,2024-01-07 13:00:00,normal,2.32,179.53,145.08,479.45,1801.72,44.94,99.66,77.41,50.37
COMP-001,2024-01-07 14:00:00,normal,1.9,178.01,147.87,498.68,1778.56,47.25,95.91,88.71,50.89
COMP-001,2024-01-07 15:00:00,normal,2.36,169.13,155.18,538.7,1741.57,44.9,94.73,74.06,66.54
COMP-001,2024-01-07 16:00:00,normal,1.96,175.6,145.93,487.94,1808.73,41.45,95.8,91.79,36.3
COMP-001,2024-01-07 17:00:00,normal,2.4,179.51,148.9,524.59,1818.08,47.52,96.33,75.14,51.11
COMP-001,2024-01-07 18:00:00,normal,2.49,164.98,147.93,525.17,1752.74,43.19,94.52,89.42,56.9
COMP-001,2024-01-07 19:00:00,normal,1.99,178.26,152.75,491.7,1779.81,43.69,97.69,90.01,59.49
COMP-001,2024-01-07 20:00:00,normal,2.44,171.02,158.11,508.53,1812.38,43.81,95.35,79.43,49.9
COMP-001,2024-01-07 21:00:00,normal,2.3,178.42,145.88,524.43,1841.15,47.75,95.75,89.66,55.34
COMP-001,2024-01-07 22:00:00,normal,2.41,170.42,146.04,494.31,1800.42,40.73,96.0,87.08,30.12
COMP-001,2024-01-07 23:00:00,normal,2.67,164.17,152.18,496.95,1785.44,51.28,95.63,80.69,48.42
COMP-001,2024-01-08 00:00:00,normal,2.14,165.23,150.73,491.27,1796.34,47.11,96.26,76.93,59.54
COMP-001,2024-01-08 01:00:00,normal,2.01,175.29,155.39,484.78,1827.5,45.45,94.07,69.3,45.18
COMP-001,2024-01-08 02:00:00,normal,1.98,176.56,150.34,490.26,1787.08,44.89,94.16,87.8,55.59
COMP-001,2024-01-08 03:00:00,normal,2.0,169.57,146.56,481.64,1784.02,45.57,93.35,72.48,59.47
COMP-001,2024-01-08 04:00:00,normal,2.18,178.83,150.36,500.51,1790.35,46.04,95.66,85.76,51.57
COMP-001,2024-01-08 05:00:00,normal,2.29,165.03,152.43,488.45,1780.93,46.29,96.17,82.89,56.7
COMP-001,2024-01-08 06:00:00,normal,2.27,174.6,151.28,503.51,1802.45,46.11,95.69,90.43,45.37
COMP-001,2024-01-08 07:00:00,normal,2.41,167.73,150.03,476.66,1832.49,45.18,97.51,82.58,52.93
COMP-001,2024-01-08 08:00:00,normal,2.2,171.09,152.27,504.96,1806.46,44.61,94.99,82.36,61.1
COMP-001,2024-01-08 09:00:00,normal,2.56,175.28,152.68,512.5,1794.95,44.7,96.0,90.85,56.57
COMP-001,2024-01-08 10:00:00,normal,2.13,169.84,153.53,470.09,1794.16,44.61,93.36,87.68,49.13
COMP-001,2024-01-08 11:00:00,normal,2.88,172.69,150.59,505.61,1768.74,47.27,94.42,87.53,57.24
COMP-001,2024-01-08 12:00:00,normal,2.36,181.04,147.33,518.42,1817.66,46.19,96.04,88.75,62.15
COMP-001,2024-01-08 13:00:00,normal,1.99,171.54,148.59,481.86,1798.44,39.12,96.27,72.72,34.5
COMP-001,2024-01-08 14:00:00,normal,1.93,180.01,152.83,525.09,1796.39,46.31,94.56,91.05,66.59
COMP-001,2024-01-08 15:00:00,normal,2.32,168.22,144.73,506.29,1863.86,45.39,94.89,89.9,51.64
COMP-001,2024-01-08 16:00:00,normal,2.14,178.18,149.47,489.42,1805.98,44.96,92.72,76.87,59.25
COMP-001,2024-01-08 17:00:00,normal,2.38,183.65,146.43,499.16,1784.96,44.22,94.46,83.05,66.97
COMP-001,2024-01-08 18:00:00,normal,2.32,160.17,148.11,508.37,1791.47,47.25,96.34,84.69,41.28
COMP-001,2024-01-08 19:00:00,normal,2.18,170.22,153.11,501.14,1822.97,46.9,95.86,83.92,47.91
COMP-001,2024-01-08 20:00:00,normal,1.99,178.46,148.76,508.08,1802.27,43.45,95.75,87.67,52.11
COMP-001,2024-01-08 21:00:00,normal,1.82,173.78,148.19,486.19,1771.23,45.81,95.07,96.45,47.16
COMP-001,2024-01-08 22:00:00,normal,2.09,177.23,142.56,502.54,1818.38,43.06,95.01,93.65,72.35
COMP-001,2024-01-08 23:00:00,normal,2.41,171.38,150.99,478.79,1786.64,42.24,94.01,74.5,46.43
COMP-001,2024-01-09 00:00:00,normal,2.25,175.52,150.58,498.33,1837.47,43.75,96.05,89.98,49.44
COMP-001,2024-01-09 01:00:00,normal,1.89,174.07,156.65,486.44,1821.6,46.72,95.63,95.63,57.04
COMP-001,2024-01-09 02:00:00,normal,2.24,182.01,146.77,488.97,1791.05,46.91,95.74,88.09,42.98
COMP-001,2024-01-09 03:00:00,normal,2.3,176.53,148.88,518.54,1825.62,46.03,94.21,93.73,51.04
COMP-001,2024-01-09 04:00:00,normal,1.98,177.03,149.0,516.37,1801.36,46.45,91.77,101.1,58.17
COMP-001,2024-01-09 05:00:00,normal,2.24,172.53,154.31,509.14,1817.06,46.03,96.65,93.19,51.67
COMP-001,2024-01-09 06:00:00,normal,2.21,172.07,147.62,483.62,1809.69,43.72,94.28,86.99,54.07
COMP-001,2024-01-09 07:00:00,normal,1.91,172.4,149.12,495.25,1783.07,45.86,93.71,93.36,49.71
COMP-001,2024-01-09 08:00:00,normal,2.29,177.37,150.43,518.2,1787.13,46.6,96.04,86.16,39.86
COMP-001,2024-01-09 09:00:00,normal,2.34,172.47,148.75,502.13,1820.6,46.51,94.41,85.19,58.22
COMP-001,2024-01-09 10:00:00,normal,2.47,176.74,146.21,534.79,1793.3,47.38,96.59,82.19,72.55
COMP-001,2024-01-09 11:00:00,normal,2.46,187.45,148.78,505.9,1791.93,46.42,95.93,97.51,55.18
COMP-001,2024-01-09 12:00:00,normal,1.86,180.23,152.29,502.88,1780.9,45.7,96.03,78.45,57.25
COMP-001,2024-01-09 13:00:00,normal,1.97,173.04,143.89,495.36,1808.47,47.14,92.95,97.26,61.93
COMP-001,2024-01-09 14:00:00,normal,2.33,182.21,148.53,502.0,1841.25,44.95,96.82,89.0,42.31
COMP-001,2024-01-09 15:00:00,normal,2.33,172.55,145.2,497.71,1778.65,43.24,95.39,73.81,72.03
COMP-001,2024-01-09 16:00:00,normal,2.33,162.77,152.78,510.62,1800.48,44.67,94.45,87.94,57.02
COMP-001,2024-01-09 17:00:00,normal,3.16,168.95,141.91,514.35,1828.24,43.51,95.22,68.2,71.32
COMP-001,2024-01-09 18:00:00,normal,2.34,163.78,145.76,488.21,1798.41,43.65,92.34,90.0,47.67
COMP-001,2024-01-09 19:00:00,normal,2.48,172.89,149.51,480.03,1809.05,44.71,95.61,92.08,73.18
COMP-001,2024-01-09 20:00:00,normal,2.44,175.11,154.26,472.46,1778.75,43.42,93.46,80.26,62.75
COMP-001,2024-01-09 21:00:00,normal,2.36,185.06,147.74,507.62,1808.57,44.38,92.97,85.99,60.53
COMP-001,2024-01-09 22:00:00,normal,2.12,176.96,145.78,483.45,1796.26,41.21,92.72,100.63,57.34
COMP-001,2024-01-09 23:00:00,normal,2.39,173.69,155.52,467.71,1819.71,45.43,96.67,80.95,52.51
COMP-001,2024-01-10 00:00:00,normal,2.01,179.98,142.21,505.83,1823.75,45.0,94.06,76.53,67.01
COMP-001,2024-01-10 01:00:00,normal,2.14,161.73,139.2,537.39,1851.79,43.37,97.3,96.85,56.4
COMP-001,2024-01-10 02:00:00,normal,2.08,176.41,149.76,499.91,1811.59,46.32,94.2,100.7,35.33
COMP-001,2024-01-10 03:00:00,normal,2.22,179.63,145.99,512.58,1806.52,46.88,92.44,85.03,43.83
COMP-001,2024-01-10 04:00:00,normal,2.78,166.13,143.92,501.23,1803.89,41.78,93.33,93.09,53.14
COMP-001,2024-01-10 05:00:00,normal,1.73,181.86,150.83,498.52,1792.94,43.47,96.85,95.73,58.1
COMP-001,2024-01-10 06:00:00,normal,2.37,177.03,148.98,513.79,1806.77,43.46,94.77,79.06,54.43
COMP-001,2024-01-10 07:00:00,normal,1.8,172.51,145.74,495.65,1794.09,43.12,94.18,81.12,67.19
COMP-001,2024-01-10 08:00:00,normal,2.08,178.8,142.88,504.01,1803.37,46.66,95.24,94.85,35.49
COMP-001,2024-01-10 09:00:00,normal,2.47,188.62,151.49,504.83,1826.35,44.61,95.75,98.48,56.44
COMP-001,2024-01-10 10:00:00,normal,2.22,176.09,150.6,489.98,1779.87,44.47,96.68,89.5,36.82
COMP-001,2024-01-10 11:00:00,normal,1.93,176.49,147.6,514.88,1822.8,40.99,97.17,77.96,62.6
COMP-001,2024-01-10 12:00:00,normal,2.02,172.24,155.39,497.38,1826.34,46.27,94.46,100.9,54.06
COMP-001,2024-01-10 13:00:00,normal,2.37,169.9,143.72,488.66,1797.64,42.52,93.01,80.75,59.2
COMP-001,2024-01-10 14:00:00,normal,2.02,179.98,141.9,508.05,1757.56,45.12,94.38,82.32,46.36
COMP-001,2024-01-10 15:00:00,normal,2.25,169.86,145.23,486.52,1787.84,45.55,95.39,87.74,67.79
COMP-001,2024-01-10 16:00:00,normal,2.21,175.43,147.82,500.42,1825.94,47.72,93.55,97.43,65.42
COMP-001,2024-01-10 17:00:00,normal,2.04,172.13,148.97,499.86,1799.54,42.38,93.56,91.83,60.84
